id,title,type,release_year,decade,age_certification,runtime,runtime_is_missing,seasons,imdb_score,imdb_votes,tmdb_score,tmdb_popularity,has_any_rating,primary_genre,genre_count,primary_country,country_count
ts300399,Five Came Back: The Reference Films,SHOW,1945,1940,TV-MA,51,0,1.0,,,,0.6,0,documentation,1,US,1
tm84618,Taxi Driver,MOVIE,1976,1970,R,114,0,,8.2,808582.0,8.179,40.965,1,drama,2,US,1
tm154986,Deliverance,MOVIE,1972,1970,R,109,0,,7.7,107673.0,7.3,10.01,1,drama,4,US,1
tm127384,Monty Python and the Holy Grail,MOVIE,1975,1970,PG,91,0,,8.2,534486.0,7.811,15.461,1,fantasy,3,GB,1
tm120801,The Dirty Dozen,MOVIE,1967,1960,Not Rated,150,0,,7.7,72662.0,7.6,20.398,1,war,2,GB,2
ts22164,Monty Python's Flying Circus,SHOW,1969,1960,TV-14,30,0,4.0,8.8,73424.0,8.306,17.617,1,comedy,2,GB,1
tm70993,Life of Brian,MOVIE,1979,1970,R,94,0,,8.0,395024.0,7.8,17.77,1,comedy,1,GB,1
tm14873,Dirty Harry,MOVIE,1971,1970,R,102,0,,7.7,155051.0,7.5,12.817,1,thriller,3,US,1
tm119281,Bonnie and Clyde,MOVIE,1967,1960,R,110,0,,7.7,112048.0,7.5,15.687,1,crime,3,US,1
tm98978,The Blue Lagoon,MOVIE,1980,1980,R,104,0,,5.8,69844.0,6.156,50.324,1,romance,3,US,1
tm44204,The Guns of Navarone,MOVIE,1961,1960,Not Rated,158,0,,7.5,50748.0,7.3,13.844,1,action,3,GB,2
tm67378,The Professionals,MOVIE,1966,1960,PG-13,117,0,,7.3,16446.0,7.1,13.123,1,western,3,US,1
tm69997,Richard Pryor: Live in Concert,MOVIE,1979,1970,R,78,0,,8.1,5141.0,7.5,4.718,1,comedy,2,US,1
tm16479,White Christmas,MOVIE,1954,1950,Not Rated,115,0,,7.5,42488.0,7.2,8.915,1,romance,2,US,1
tm135083,Cairo Station,MOVIE,1958,1950,Not Rated,77,0,,7.5,4471.0,7.3,5.546,1,drama,3,EG,1
tm89386,Hitler: A Career,MOVIE,1977,1970,PG,150,0,,7.5,2460.0,7.3,4.305,1,history,3,DE,1
tm156453,FTA,MOVIE,1972,1970,R,97,0,,6.2,418.0,6.1,1.268,1,war,4,US,1
tm14350,Alexandria… Why?,MOVIE,1979,1970,Not Rated,133,0,,7.2,1727.0,6.0,1.37,1,drama,1,EG,1
tm81728,The Land,MOVIE,1969,1960,Not Rated,129,0,,8.1,1958.0,8.5,1.265,1,drama,1,EG,1
tm94651,Dostana,MOVIE,1980,1980,Not Rated,161,0,,2.1,25.0,4.9,3.98,1,drama,5,IN,1
tm27298,Saladin the Victorious,MOVIE,1963,1960,Not Rated,186,0,,7.6,2508.0,7.1,4.156,1,action,5,EG,1
tm100027,Alibaba Aur 40 Chor,MOVIE,1979,1970,Not Rated,146,0,,6.2,565.0,6.8,2.582,1,drama,5,SU,2
tm19608,The Blazing Sun,MOVIE,1954,1950,Not Rated,100,0,,7.4,1219.0,7.0,2.184,1,crime,3,EG,1
tm204541,Dark Waters,MOVIE,1956,1950,Not Rated,120,0,,6.7,610.0,5.9,0.849,1,action,4,EG,1
tm259855,We Are All for the Fatherland,MOVIE,1979,1970,Not Rated,74,0,,6.1,47.0,5.2,0.6,1,documentation,1,LB,3
tm356209,Singapore,MOVIE,1960,1960,Not Rated,158,0,,6.4,84.0,6.3,0.792,1,drama,3,IN,1
ts45948,Monty Python's Fliegender Zirkus,SHOW,1972,1970,TV-MA,43,0,1.0,8.1,2151.0,7.0,1.487,1,comedy,1,,0
tm200475,"Beirut, Oh Beirut",MOVIE,1975,1970,Not Rated,110,0,,6.4,108.0,7.2,1.025,1,drama,1,LB,1
tm90896,The Return of the Prodigal Son,MOVIE,1976,1970,Not Rated,124,0,,7.2,780.0,5.3,1.858,1,music,3,DZ,2
tm336403,Khoon Khoon,MOVIE,1973,1970,Not Rated,131,0,,5.1,41.0,3.8,1.948,1,crime,2,IN,1
tm107372,Manoranjan,MOVIE,1974,1970,Not Rated,162,0,,6.5,237.0,5.3,1.532,1,romance,3,IN,1
tm358653,Ujala,MOVIE,1959,1950,Not Rated,142,0,,6.6,78.0,6.0,0.84,1,romance,3,IN,1
tm259684,Whispers,MOVIE,1980,1980,Not Rated,93,0,,7.8,78.0,5.0,0.6,1,documentation,1,CA,3
tm403346,Chadi Jawani Budhe Nu,MOVIE,1976,1970,Not Rated,135,0,,4.6,14.0,6.0,0.62,1,romance,1,IN,1
tm16812,Bandie,MOVIE,1978,1970,Not Rated,141,0,,4.4,35.0,6.0,1.166,1,drama,3,IN,1
ts20681,Seinfeld,SHOW,1989,1980,TV-PG,24,0,9.0,8.9,308824.0,8.301,130.213,1,comedy,1,US,1
tm155787,GoodFellas,MOVIE,1990,1990,R,145,0,,8.7,1131681.0,8.463,50.387,1,drama,2,US,1
tm22327,Full Metal Jacket,MOVIE,1987,1980,R,117,0,,8.3,729274.0,8.1,32.937,1,war,2,US,2
tm180542,Once Upon a Time in America,MOVIE,1984,1980,R,139,0,,8.3,345714.0,8.453,28.937,1,crime,3,US,2
tm138875,When Harry Met Sally...,MOVIE,1989,1980,R,96,0,,7.7,216199.0,7.4,15.123,1,comedy,3,US,1
tm2386,A Nightmare on Elm Street,MOVIE,1984,1980,R,91,0,,7.4,234068.0,7.3,48.358,1,horror,1,GB,2
tm133087,Steel Magnolias,MOVIE,1989,1980,PG,119,0,,7.3,54946.0,7.2,11.69,1,comedy,3,US,1
tm177480,Police Academy,MOVIE,1984,1980,R,97,0,,6.7,124881.0,6.6,25.533,1,crime,2,US,1
tm54450,Christine,MOVIE,1983,1980,R,110,0,,6.7,81922.0,6.8,23.418,1,horror,3,US,1
ts22082,Knight Rider,SHOW,1982,1980,TV-PG,51,0,4.0,6.9,34115.0,7.5,50.267,1,scifi,4,US,1
ts21715,Thomas & Friends,SHOW,1984,1980,TV-Y,10,0,24.0,6.5,5104.0,6.5,42.196,1,animation,7,GB,1
ts20678,Saved by the Bell,SHOW,1989,1980,TV-G,23,0,5.0,7.1,35034.0,8.0,19.855,1,family,3,US,1
tm145608,Awakenings,MOVIE,1990,1990,PG-13,120,0,,7.8,139240.0,7.8,12.23,1,drama,2,US,1
ts25028,Wheel of Fortune,SHOW,1983,1980,TV-G,26,0,39.0,6.7,3145.0,6.8,5.935,1,family,1,US,1
tm147710,National Lampoon's Christmas Vacation,MOVIE,1989,1980,PG-13,97,0,,7.5,185760.0,7.2,18.862,1,comedy,2,US,1
tm142895,Lean On Me,MOVIE,1989,1980,PG-13,105,0,,7.4,20680.0,7.3,19.449,1,drama,1,US,1
tm20712,Eddie Murphy Raw,MOVIE,1987,1980,R,90,0,,7.6,19757.0,7.3,7.992,1,comedy,2,US,1
tm117580,She's Gotta Have It,MOVIE,1986,1980,R,84,0,,6.7,14472.0,6.707,7.416,1,romance,2,US,1
ts23753,Major Dad,SHOW,1989,1980,TV-PG,24,0,4.0,6.5,2922.0,6.5,9.849,1,comedy,2,US,1
tm130586,Endless Love,MOVIE,1981,1980,R,116,0,,4.9,8524.0,5.7,19.116,1,romance,2,US,1
ts987,Danger Mouse,SHOW,1981,1980,TV-Y,14,0,10.0,7.4,3545.0,7.5,8.55,1,animation,5,GB,1
tm721687,Vaashi,MOVIE,1983,1980,Not Rated,123,0,,6.7,388.0,,3.79,1,drama,2,IN,1
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,1980,Not Rated,119,0,,7.3,1693.0,6.7,8.092,1,scifi,5,JP,1
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,1980,Not Rated,133,0,,7.2,1274.0,7.2,13.125,1,animation,5,JP,1
ts2760,Fireman Sam,SHOW,1987,1980,TV-Y,10,0,13.0,6.1,1785.0,7.2,37.647,1,animation,5,GB,1
tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,1980,R,50,0,,7.2,660.0,7.2,1.843,1,comedy,2,US,1
tm126769,Waiting for the Hearse,MOVIE,1985,1980,Not Rated,87,0,,8.0,6399.0,8.1,7.81,1,comedy,1,AR,1
tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,1990,Not Rated,30,0,,6.1,360.0,6.3,2.482,1,comedy,2,US,1
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,1980,Not Rated,144,0,,7.6,1236.0,7.5,12.741,1,action,5,JP,1
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,1980,R,81,0,,7.9,15230.0,7.4,6.833,1,comedy,2,GB,1
tm52815,Disco Dancer,MOVIE,1982,1980,Not Rated,106,0,,6.4,1476.0,5.3,7.879,1,drama,2,IN,1
tm159912,Agneepath,MOVIE,1990,1990,Not Rated,174,0,,7.6,8947.0,6.5,4.062,1,drama,3,IN,1
tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,1980,Not Rated,72,0,,8.1,1522.0,6.9,1.801,1,comedy,1,GB,1
tm38736,Too Young The Hero,MOVIE,1988,1980,Not Rated,100,0,,6.7,502.0,6.2,1.485,1,drama,2,US,1
tm51083,A Stoning in Fulham County,MOVIE,1988,1980,Not Rated,120,0,,5.9,387.0,5.8,1.01,1,thriller,3,US,1
tm137013,The Ryan White Story,MOVIE,1989,1980,Not Rated,102,0,,7.2,863.0,5.9,1.981,1,drama,1,US,1
tm157603,Dil,MOVIE,1990,1990,Not Rated,172,0,,6.6,5316.0,6.5,3.992,1,drama,3,IN,1
tm258072,Adam: His Song Continues,MOVIE,1986,1980,Not Rated,100,0,,7.0,212.0,7.0,1.603,1,crime,2,US,1
tm114356,The George McKenna Story,MOVIE,1988,1980,Not Rated,100,0,,6.0,921.0,6.1,2.296,1,drama,1,US,1
tm157853,In Defense of a Married Man,MOVIE,1990,1990,Not Rated,94,0,,5.6,207.0,4.9,2.444,1,drama,2,US,1
tm132164,Bill Hicks: Sane Man,MOVIE,1989,1980,R,80,0,,,,7.5,3.377,1,comedy,1,US,1
tm446654,Mujrim,MOVIE,1989,1980,Not Rated,162,0,,5.4,197.0,6.0,1.418,1,drama,3,IN,1
tm348735,Aakhri Adaalat,MOVIE,1988,1980,Not Rated,148,0,,5.1,92.0,5.0,1.374,1,action,3,IN,1
tm151332,"Alexandria, Again and Forever",MOVIE,1989,1980,Not Rated,105,0,,6.5,658.0,5.3,0.817,1,drama,1,FR,2
tm342996,Duniya,MOVIE,1984,1980,Not Rated,170,0,,6.3,245.0,,1.394,1,action,2,IN,1
tm24110,Strange Voices,MOVIE,1987,1980,Not Rated,100,0,,6.3,360.0,6.8,2.76,1,drama,1,US,1
tm371359,Jaal,MOVIE,1986,1980,Not Rated,159,0,,5.2,125.0,5.0,3.366,1,action,3,IN,1
tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,1988,1980,Not Rated,100,0,,7.2,144.0,8.0,2.246,1,drama,1,US,1
ts63001,High Risk,SHOW,1988,1980,TV-PG,50,0,1.0,3.8,6.0,,1.4,1,comedy,1,US,1
tm311264,Muqaddar Ka Faisla,MOVIE,1987,1980,Not Rated,172,0,,4.8,69.0,,2.236,1,action,4,IN,1
tm411457,Pyar Ke Do Pal,MOVIE,1986,1980,Not Rated,125,0,,6.1,66.0,,1.756,1,drama,2,IN,1
tm172482,Sohni Mahiwal,MOVIE,1984,1980,Not Rated,160,0,,6.1,297.0,5.8,6.052,1,romance,3,IN,1
tm419052,Ek Jaan Hain Hum,MOVIE,1983,1980,Not Rated,151,0,,6.3,70.0,7.0,0.986,1,family,2,IN,1
tm47673,An Egyptian Story,MOVIE,1982,1980,Not Rated,129,0,,7.3,1126.0,6.7,1.77,1,drama,2,EG,1
tm52274,The Little Wars,MOVIE,1982,1980,Not Rated,108,0,,6.3,152.0,5.5,1.956,1,war,3,FR,2
tm147829,Unspeakable Acts,MOVIE,1990,1990,Not Rated,100,0,,6.1,464.0,5.3,2.075,1,drama,1,US,1
ts20981,Survivor,SHOW,2000,2000,TV-PG,48,0,42.0,7.4,24687.0,7.4,54.19,1,reality,1,US,1
tm107744,Mission: Impossible,MOVIE,1996,1990,PG-13,110,0,,7.1,420673.0,6.9,41.115,1,thriller,2,US,1
ts22176,Stargate SG-1,SHOW,1997,1990,TV-PG,44,0,10.0,8.4,90196.0,8.3,88.851,1,scifi,3,CA,2
tm15897,Se7en,MOVIE,1995,1990,R,127,0,,8.6,1606270.0,8.352,51.633,1,crime,3,US,1
ts21223,Pokémon,SHOW,1997,1990,TV-Y7,22,0,25.0,7.4,198.0,7.633,115.356,1,action,6,JP,1
tm191013,Boogie Nights,MOVIE,1997,1990,R,156,0,,7.9,261563.0,7.6,20.436,1,drama,1,US,1
tm122434,Forrest Gump,MOVIE,1994,1990,PG-13,142,0,,8.8,2021343.0,8.478,63.449,1,drama,2,US,1
tm25947,Snatch,MOVIE,2000,2000,R,103,0,,8.3,841435.0,7.8,25.203,1,crime,2,US,2
tm43808,The Talented Mr. Ripley,MOVIE,1999,1990,R,139,0,,7.4,207524.0,7.2,13.78,1,thriller,3,US,1
ts20339,One Piece,SHOW,1999,1990,TV-14,23,0,21.0,8.8,117129.0,8.764,143.457,1,animation,5,JP,1
ts5145,The Challenge,SHOW,1998,1990,TV-14,40,0,37.0,7.8,3362.0,7.7,18.075,1,reality,4,US,1
tm191110,Titanic,MOVIE,1997,1990,PG-13,194,0,,7.9,1146825.0,7.878,155.683,1,drama,2,US,1
ts34435,Cowboy Bebop,SHOW,1998,1990,TV-14,25,0,1.0,8.9,115448.0,8.522,35.402,1,animation,7,JP,1
tm192037,Starship Troopers,MOVIE,1997,1990,R,129,0,,7.3,291452.0,6.993,29.5,1,scifi,3,US,1
tm27395,Mission: Impossible II,MOVIE,2000,2000,PG-13,123,0,,6.1,337987.0,6.1,29.392,1,thriller,2,US,1
tm113513,Dumb and Dumber,MOVIE,1994,1990,PG-13,107,0,,7.3,379999.0,6.6,31.852,1,comedy,1,US,1
ts20983,Neon Genesis Evangelion,SHOW,1995,1990,TV-14,24,0,1.0,8.5,66629.0,8.637,49.27,1,drama,6,JP,1
tm192405,Gattaca,MOVIE,1997,1990,PG-13,106,0,,7.8,300701.0,7.553,17.789,1,scifi,4,US,1
tm116655,Léon: The Professional,MOVIE,1994,1990,R,111,0,,8.5,1137357.0,8.323,51.406,1,crime,5,US,2
ts21567,Gilmore Girls,SHOW,2000,2000,TV-14,46,0,8.0,8.2,121462.0,7.827,58.578,1,comedy,2,US,1
tm116488,Natural Born Killers,MOVIE,1994,1990,R,118,0,,7.3,11.0,7.1,21.933,1,thriller,4,US,1
tm11556,The Quick and the Dead,MOVIE,1995,1990,R,107,0,,6.5,93767.0,6.5,13.056,1,action,4,JP,2
tm56574,You've Got Mail,MOVIE,1998,1990,PG,119,0,,6.7,211635.0,6.643,21.724,1,comedy,3,US,1
ts20960,Power Rangers,SHOW,1993,1990,TV-Y7,22,0,29.0,6.5,22110.0,6.8,19.699,1,action,4,US,1
tm53991,Big Daddy,MOVIE,1999,1990,PG-13,93,0,,6.4,215053.0,6.45,26.848,1,drama,3,US,1
tm49178,Vampires,MOVIE,1998,1990,R,104,0,,6.1,58670.0,6.3,10.108,1,fantasy,4,US,1
ts25252,Yu-Gi-Oh!,SHOW,1998,1990,TV-Y,22,0,7.0,7.3,21113.0,7.358,33.504,1,scifi,7,JP,1
tm191989,Donnie Brasco,MOVIE,1997,1990,R,127,0,,7.7,303868.0,7.5,22.225,1,drama,3,US,1
ts22193,The Magic School Bus,SHOW,1994,1990,TV-Y,26,0,4.0,7.8,9829.0,7.8,16.83,1,animation,5,CA,2
ts22489,Goosebumps,SHOW,1995,1990,TV-PG,22,0,4.0,7.6,13493.0,7.9,63.687,1,scifi,6,US,2
ts21034,InuYasha,SHOW,2000,2000,TV-14,25,0,9.0,7.9,15823.0,8.6,62.355,1,scifi,7,JP,1
tm121879,A River Runs Through It,MOVIE,1992,1990,PG,123,0,,7.2,59854.0,7.1,19.58,1,drama,1,US,1
tm44402,"Girl, Interrupted",MOVIE,1999,1990,R,127,0,,7.3,183154.0,7.6,20.424,1,drama,2,DE,2
tm187187,Last Action Hero,MOVIE,1993,1990,PG-13,131,0,,6.4,150498.0,6.379,22.196,1,action,4,US,1
ts16919,All That,SHOW,1994,1990,TV-G,22,0,11.0,7.5,7718.0,8.4,6.688,1,comedy,3,US,1
tm6859,My Girl,MOVIE,1991,1990,PG,103,0,,6.9,80590.0,7.4,20.545,1,drama,5,US,1
tm118238,Wyatt Earp,MOVIE,1994,1990,PG-13,191,0,,6.7,50774.0,6.751,14.677,1,western,4,US,1
tm111163,Eraser,MOVIE,1996,1990,R,115,0,,6.1,110921.0,6.0,19.437,1,thriller,4,US,2
tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,1990,Not Rated,87,0,,8.0,53152.0,8.4,32.569,1,action,5,JP,1
tm192769,Vegas Vacation,MOVIE,1997,1990,PG,94,0,,5.9,49377.0,6.1,12.537,1,comedy,1,US,1
tm187791,In the Line of Fire,MOVIE,1993,1990,R,128,0,,7.2,102916.0,6.973,19.8,1,drama,4,US,1
tm113576,Little Women,MOVIE,1994,1990,PG,115,0,,7.3,58178.0,7.314,13.683,1,drama,3,US,1
tm65686,U.S. Marshals,MOVIE,1998,1990,PG-13,131,0,,6.5,105286.0,6.5,24.205,1,thriller,3,US,1
ts8570,Barney & Friends,SHOW,1992,1990,TV-G,28,0,14.0,3.8,9624.0,4.9,14.641,1,comedy,2,US,1
tm191387,Anaconda,MOVIE,1997,1990,PG-13,89,0,,4.8,104213.0,5.1,34.405,1,horror,3,PE,3
ts27693,Kenan & Kel,SHOW,1996,1990,TV-Y7,25,0,4.0,7.8,15620.0,8.3,33.544,1,family,2,US,1
tm19494,The Replacements,MOVIE,2000,2000,PG-13,118,0,,6.6,64771.0,6.6,30.982,1,comedy,2,US,1
tm191772,Seven Years in Tibet,MOVIE,1997,1990,PG-13,136,0,,7.1,142903.0,7.2,13.766,1,action,4,US,1
tm12499,The Net,MOVIE,1995,1990,PG-13,114,0,,5.9,66667.0,6.0,15.935,1,thriller,4,US,1
tm186589,Cliffhanger,MOVIE,1993,1990,R,112,0,,6.5,128972.0,6.5,27.78,1,action,4,IT,3
tm189764,Menace II Society,MOVIE,1993,1990,R,97,0,,7.5,58179.0,7.542,13.928,1,drama,3,US,1
tm10739,Johnny Mnemonic,MOVIE,1995,1990,R,97,0,,5.6,71563.0,5.7,10.75,1,action,4,CA,2
tm1822,3 Ninjas Kick Back,MOVIE,1994,1990,PG,93,0,,4.5,9321.0,5.5,12.603,1,comedy,4,JP,2
tm55369,Edge of Seventeen,MOVIE,1998,1990,R,104,0,,6.8,6549.0,6.5,6.276,1,romance,3,US,1
ts251477,My First Errand,SHOW,1991,1990,TV-G,18,0,12.0,,,7.8,7.73,1,documentation,3,JP,1
tm192431,The Devil's Own,MOVIE,1997,1990,R,107,0,,6.2,65323.0,6.1,12.863,1,crime,5,US,1
ts22286,Cardcaptor Sakura,SHOW,1998,1990,TV-Y7,25,0,4.0,8.0,5008.0,8.7,35.757,1,scifi,8,JP,1
tm192199,Spawn,MOVIE,1997,1990,PG-13,96,0,,5.2,68184.0,5.343,16.989,1,scifi,4,US,1
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,1990,TV-Y7,22,0,4.0,6.2,3902.0,6.3,13.313,1,scifi,7,US,1
tm56033,Croupier,MOVIE,1998,1990,R,94,0,,7.0,21599.0,6.8,8.381,1,drama,3,IE,4
ts21581,Girlfriends,SHOW,2000,2000,TV-PG,21,0,8.0,7.2,4528.0,7.7,12.163,1,drama,2,US,1
tm117488,The Next Karate Kid,MOVIE,1994,1990,PG,107,0,,4.5,30422.0,5.318,20.185,1,action,5,US,1
tm190811,Geronimo: An American Legend,MOVIE,1993,1990,PG-13,115,0,,6.5,11709.0,6.3,8.136,1,western,3,US,1
tm191431,Double Team,MOVIE,1997,1990,R,93,0,,4.8,34396.0,5.1,14.599,1,action,4,HK,2
tm10811,Heavy,MOVIE,1995,1990,R,105,0,,6.8,5047.0,6.8,3.308,1,drama,2,US,1
tm49839,The Players Club,MOVIE,1998,1990,R,104,0,,5.9,6676.0,6.3,9.25,1,comedy,2,US,1
ts20918,The Parkers,SHOW,1999,1990,TV-PG,19,0,5.0,6.8,2377.0,8.1,5.745,1,comedy,1,US,1
ts21693,"Sister, Sister",SHOW,1994,1990,TV-PG,22,0,6.0,6.2,12657.0,7.5,21.489,1,comedy,3,US,1
ts20939,Moesha,SHOW,1996,1990,TV-PG,21,0,6.0,5.8,3747.0,7.0,10.901,1,drama,3,US,1
ts21684,Heartbreak High,SHOW,1994,1990,TV-MA,45,0,7.0,7.8,3139.0,7.3,7.222,1,drama,3,AU,1
ts22080,Oggy and the Cockroaches,SHOW,1999,1990,TV-Y7,9,0,7.0,7.4,4281.0,7.5,40.189,1,animation,5,FR,1
tm67635,Kuch Kuch Hota Hai,MOVIE,1998,1990,G,185,0,,7.6,52036.0,7.7,12.35,1,romance,3,IN,1
tm320211,Children of God,MOVIE,1994,1990,Not Rated,63,0,,6.3,612.0,6.4,0.685,1,documentation,1,GB,1
tm7073,Knight Rider 2000,MOVIE,1991,1990,G,91,0,,4.5,3207.0,5.1,7.945,1,action,2,US,1
ts28516,Okupas,SHOW,2000,2000,TV-MA,40,0,1.0,9.0,2399.0,8.8,8.565,1,drama,2,AR,1
tm117873,Hum Aapke Hain Koun..!,MOVIE,1994,1990,Not Rated,206,0,,7.5,21123.0,6.5,6.314,1,drama,3,IN,1
tm55100,Dil Se..,MOVIE,1998,1990,PG-13,163,0,,7.5,28586.0,6.8,7.811,1,drama,2,IN,1
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1998,1990,G,75,0,,7.9,5879.0,7.6,5.822,1,comedy,2,US,1
ts22039,H,SHOW,1998,1990,TV-MA,25,0,4.0,7.4,1727.0,7.6,7.905,1,comedy,1,FR,1
tm188606,Sankofa,MOVIE,1993,1990,Not Rated,124,0,,7.0,692.0,6.5,1.858,1,drama,2,DE,5
tm41525,Herod's Law,MOVIE,1999,1990,R,123,0,,7.8,6035.0,7.9,10.506,1,comedy,3,MX,1
tm189171,Wild Tango,MOVIE,1993,1990,R,124,0,,6.7,1584.0,6.1,5.092,1,drama,3,ES,2
tm63514,The Last Days,MOVIE,1998,1990,PG-13,87,0,,7.9,4378.0,7.8,3.766,1,drama,4,US,1
tm21911,Sam Kinison: Live in Vegas,MOVIE,1991,1990,Not Rated,72,0,,6.6,276.0,6.0,0.656,1,comedy,3,US,1
tm188970,Bill Hicks: Revelations,MOVIE,1993,1990,Not Rated,74,0,,8.5,3098.0,8.1,3.784,1,comedy,2,GB,1
tm12876,Bombay,MOVIE,1995,1990,Not Rated,141,0,,8.1,12629.0,7.2,4.99,1,drama,2,IN,1
ts224786,Escalona,SHOW,1991,1990,TV-MA,44,0,1.0,,,7.6,7.352,1,drama,1,CO,1
tm62176,Mann,MOVIE,1999,1990,Not Rated,174,0,,6.1,5451.0,6.7,2.595,1,drama,2,IN,1
tm52871,Soldier,MOVIE,1998,1990,Not Rated,156,0,,6.2,3063.0,5.7,3.623,1,thriller,4,IN,1
tm8687,Sam Kinison: Family Entertainment Hour,MOVIE,1991,1990,Not Rated,49,0,,,,6.1,1.84,1,comedy,1,US,1
tm104933,Sinbad: Son of a Preacher Man,MOVIE,1996,1990,Not Rated,56,0,,6.8,116.0,5.8,1.536,1,comedy,2,US,1
tm184326,Damini,MOVIE,1993,1990,Not Rated,175,0,,7.8,3523.0,7.3,3.328,1,drama,2,IN,1
tm62385,Hum Saath Saath Hain,MOVIE,1999,1990,G,177,0,,6.2,8552.0,6.0,7.865,1,romance,4,IN,1
tm191614,Destiny,MOVIE,1997,1990,Not Rated,136,0,,7.1,2857.0,6.7,3.287,1,drama,4,FR,2
tm110766,Chronicle of a Disappearance,MOVIE,1996,1990,Not Rated,88,0,,6.9,733.0,6.7,2.099,1,drama,1,PS,4
tm9898,Muthu,MOVIE,1995,1990,G,165,0,,7.6,3056.0,6.9,3.576,1,comedy,4,IN,1
tm47530,Jeans,MOVIE,1998,1990,Not Rated,175,0,,6.4,3604.0,6.5,3.393,1,comedy,3,IN,1
tm57169,Monty Python: Live at Aspen,MOVIE,1998,1990,Not Rated,58,0,,7.8,1096.0,6.9,2.681,1,comedy,2,GB,2
tm192301,Minsara Kanavu,MOVIE,1997,1990,G,145,0,,6.7,1226.0,6.6,2.316,1,comedy,3,IN,1
tm58893,Duplicate,MOVIE,1998,1990,PG,165,0,,5.5,7618.0,6.0,4.112,1,comedy,4,IN,1
tm110160,Avvai Shanmugi,MOVIE,1996,1990,PG-13,160,0,,7.9,2586.0,7.5,2.828,1,drama,2,IN,1
tm118438,Anjaam,MOVIE,1994,1990,Not Rated,137,0,,6.6,6532.0,7.1,3.806,1,romance,4,IN,1
tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,1991,1990,Not Rated,100,0,,7.2,250.0,5.1,1.533,1,drama,2,US,1
tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,2000,PG-13,160,0,,6.1,7610.0,6.6,7.778,1,comedy,3,IN,1
tm203186,Children of Shatila,MOVIE,1999,1990,Not Rated,50,0,,8.1,78.0,6.7,1.635,1,documentation,2,LB,1
tm128073,Bill Hicks: Relentless,MOVIE,1992,1990,Not Rated,61,0,,,,7.8,3.822,1,comedy,1,GB,1
tm7951,Tim Allen: Rewires America,MOVIE,1991,1990,PG,30,0,,6.0,198.0,7.0,2.297,1,comedy,2,US,1
tm7135,Bill Hicks: One Night Stand,MOVIE,1991,1990,NC-17,30,0,,,,7.5,1.08,1,comedy,1,US,1
tm52083,West Beirut,MOVIE,1998,1990,PG-13,105,0,,7.6,4221.0,7.3,3.308,1,romance,5,FR,4
tm340430,Govindha Govindha,MOVIE,1993,1990,Not Rated,145,0,,6.6,356.0,4.0,1.248,1,drama,3,IN,1
tm7032,Out of Life,MOVIE,1991,1990,Not Rated,97,0,,6.9,376.0,6.2,2.481,1,drama,4,BE,4
tm256669,Gumrah,MOVIE,1993,1990,Not Rated,149,0,,6.1,795.0,6.7,1.763,1,drama,4,IN,1
tm64729,Sinbad: Nothin' but the Funk,MOVIE,1998,1990,Not Rated,56,0,,6.3,65.0,5.2,1.83,1,comedy,2,US,1
tm184224,Sinbad: Afros and Bellbottoms,MOVIE,1993,1990,PG-13,60,0,,7.8,172.0,5.5,3.793,1,comedy,2,US,1
tm25389,Fiza,MOVIE,2000,2000,Not Rated,170,0,,6.0,4213.0,6.3,2.835,1,romance,5,IN,1
tm34391,Before the Flying Circus,MOVIE,2000,2000,Not Rated,55,0,,7.3,168.0,8.5,1.444,1,comedy,2,GB,1
tm44776,The Other,MOVIE,1999,1990,Not Rated,106,0,,5.9,997.0,5.9,1.12,1,romance,3,FR,2
tm334788,Yodha,MOVIE,1991,1990,Not Rated,142,0,,4.5,198.0,5.0,1.554,1,action,2,IN,1
tm117840,The Emigrant,MOVIE,1994,1990,Not Rated,129,0,,6.5,1015.0,6.0,1.4,1,drama,1,FR,2
tm42397,Hello Brother,MOVIE,1999,1990,Not Rated,131,0,,4.6,4262.0,5.3,4.338,1,comedy,4,IN,1
tm314602,Dushmani,MOVIE,1995,1990,Not Rated,156,0,,5.0,249.0,7.5,2.045,1,romance,3,IN,1
tm255589,One Last Shot,MOVIE,1998,1990,Not Rated,30,0,,,,5.2,1.89,1,,0,,0
tm7810,Nightmare in Columbia County,MOVIE,1991,1990,Not Rated,100,0,,5.5,345.0,6.0,2.713,1,drama,3,US,1
tm210754,Have You Ever Seen Fireflies? - Theatre Play,MOVIE,1999,1990,Not Rated,118,0,,,,7.6,1.396,1,drama,1,TR,1
