person_id,name,role,title_count,avg_imdb_score,avg_tmdb_score
445566,Gerald Cesbron,ACTOR,1,5.4,5.1
445592,Megan Paul,ACTOR,1,5.5,6.5
445605,Tuncay Akça,ACTOR,2,5.5,5.4
445643,Peter Hosking,ACTOR,3,6.5,6.87
445679,Noemí García,ACTOR,1,7.8,7.9
445680,Eduardo López Rojas,ACTOR,1,7.8,7.9
445681,Eugenia Leñero,ACTOR,1,7.8,7.9
445682,Yari Lorenzo,ACTOR,1,7.8,7.9
445683,Pedro Lorza,ACTOR,1,7.8,7.9
445684,Felipe Solís,ACTOR,1,7.8,7.9
445687,Gabriel Pascual,ACTOR,1,7.8,7.9
445780,Bobby Tonelli,ACTOR,1,,9.0
445830,Keith Bogart,ACTOR,1,5.7,5.3
445966,Peter J. Fernandez,ACTOR,1,7.8,7.6
446034,Lloyd Stanton,DIRECTOR,1,5.1,7.0
446138,Goldie,ACTOR,1,8.3,7.8
446143,Lou Robin,ACTOR,1,7.1,6.8
446146,Anthony DeCurtis,ACTOR,1,7.4,6.3
446147,Kara Zediker,ACTOR,1,6.8,6.6
446296,Dick Christie,ACTOR,1,7.6,7.3
446315,Joe White,ACTOR,1,7.3,7.0
446364,Gino Ilustre,ACTOR,1,6.7,6.7
446522,Dwayne L. Barnes,ACTOR,1,7.5,7.54
446532,Nick Davies,ACTOR,1,6.9,6.6
446576,Steve Cheng,DIRECTOR,1,8.8,8.5
446691,Rachel Iverson,ACTOR,1,5.1,5.7
446716,Jerry Rector,ACTOR,1,6.8,6.8
446717,Kevin Cloud Brechner,ACTOR,1,6.7,6.7
446805,Deepti Bhatnagar,ACTOR,1,6.1,6.7
446979,Filip Zylber,DIRECTOR,2,5.0,5.9
447558,Tam Williams,ACTOR,1,,7.0
447701,Graciela Tenenbaum,ACTOR,1,5.0,10.0
447831,Kunickaa Sadanand,ACTOR,2,5.8,6.0
447980,Jerry Walsh,ACTOR,1,6.5,6.47
448080,Andrew McFarlane,ACTOR,1,7.4,6.6
448119,Isabel Fillardis,ACTOR,1,4.5,6.5
448133,Barry Blanchard,ACTOR,1,8.0,7.7
448171,Schae Harrison,ACTOR,1,6.4,6.4
448388,Ian Edwards,ACTOR,2,4.5,5.1
448414,Ivan Martins,ACTOR,1,6.4,6.9
448503,Susan Leslie,ACTOR,1,5.1,5.7
448610,Marita Ballesteros,ACTOR,1,5.5,6.3
448612,Carl Bland,ACTOR,1,5.9,5.2
448862,Randa Chahal Sabbag,DIRECTOR,1,6.4,5.0
449133,Marco Bustos,ACTOR,1,6.3,6.3
449474,Marie-France Arcilla,ACTOR,1,5.1,5.35
449482,George Tovar,ACTOR,1,6.9,7.0
449518,Kayode Olaiya,ACTOR,1,6.6,5.5
449555,Ajgie Kirkland,ACTOR,1,7.5,7.4
449628,Marjorie Lovett,ACTOR,1,5.1,5.7
449654,Rick Batalla,ACTOR,1,6.1,6.0
449834,Jane Chung,ACTOR,1,7.7,7.4
449870,Miguel Ángel García,ACTOR,1,6.6,7.6
449886,Vonte Sweet,ACTOR,1,7.5,7.54
449889,Erika LaVonn,ACTOR,1,6.5,6.47
449959,Hemant Mishra,ACTOR,1,7.5,6.8
450021,Kirill Ulyanov,ACTOR,1,6.4,6.4
450026,Alexander Ivanov,ACTOR,1,6.4,6.4
450108,Ana Gonzalez,ACTOR,1,,7.4
450219,Josephine Davison,ACTOR,1,6.5,6.8
450236,Michelle Davison,ACTOR,1,7.6,7.3
450322,Chris Stafford,ACTOR,1,6.8,6.5
450323,John Eby,ACTOR,1,6.8,6.5
450324,Antonio Carriero,ACTOR,1,6.8,6.5
450325,Jeff Fryer,ACTOR,1,6.8,6.5
450326,Kevin Joseph Kelly,ACTOR,1,6.8,6.5
450327,Mark Gates,ACTOR,1,6.8,6.5
450328,Stevie Reese Desmond,ACTOR,1,6.8,6.5
450329,Craig H. Shepherd,ACTOR,1,6.8,6.5
450330,Doug Million,ACTOR,1,6.8,6.5
450331,Jimmy Mack,ACTOR,1,6.8,6.5
450332,Jeffrey Abramson,ACTOR,1,6.8,6.5
450333,Don Mitri,ACTOR,1,6.8,6.5
450334,Mike Roth,ACTOR,1,6.8,6.5
450335,Clay Van Sickle,ACTOR,1,6.8,6.5
450336,Tal Ben-David,ACTOR,1,6.8,6.5
450337,Adam Penton,ACTOR,1,6.8,6.5
450338,Dina Ansden,ACTOR,1,6.8,6.5
450339,Shannon Constantine,ACTOR,1,6.8,6.5
450340,Edd Martin,ACTOR,1,6.8,6.5
450341,Ryan Florio,ACTOR,1,6.8,6.5
450342,Gregg Long,ACTOR,1,6.8,6.5
450343,Frank Klingshin,ACTOR,1,6.8,6.5
450344,Dominic Carrion,ACTOR,1,6.8,6.5
450345,Khalid Abdelrasoul,ACTOR,1,6.8,6.5
450346,Sally Law,ACTOR,1,6.8,6.5
450347,Jarred J. Nichols,ACTOR,1,6.8,6.5
450348,Jay Warshak,ACTOR,1,6.8,6.5
450349,Diva Delaria-Foley,ACTOR,1,6.8,6.5
450353,Jamieson Price,ACTOR,1,6.0,
450470,Scott Taylor,ACTOR,1,6.5,6.4
450613,Michelle Johnston,ACTOR,1,6.6,6.6
450613,Michelle Johnston,DIRECTOR,1,5.3,6.4
450671,Michael Barryte,ACTOR,1,7.9,7.6
450672,Grace Bustos,ACTOR,2,7.9,7.6
450673,Carol Leifer,ACTOR,1,7.9,7.6
450733,Wink Roberts,ACTOR,1,6.7,6.6
450850,Ayumi Takano,ACTOR,1,8.0,7.2
450926,Bill Basch,ACTOR,1,7.9,7.8
450927,Martin Basch,ACTOR,1,7.9,7.8
450928,Randolph Braham,ACTOR,1,7.9,7.8
451162,Jimena Barón,ACTOR,1,5.2,4.8
451178,Celine Ma,ACTOR,1,6.4,6.0
451199,Alex Giannini,ACTOR,1,5.9,6.14
451452,Bruno Stagnaro,DIRECTOR,1,9.0,8.8
451513,Kassandra Voyagis,ACTOR,1,5.7,5.3
451609,Jared Robbins,ACTOR,1,5.5,6.0
451650,Sheetal Suvarna,ACTOR,1,6.2,5.7
451791,Patrick Husted,ACTOR,1,7.5,7.4
451803,Blaise Corrigan,ACTOR,2,7.35,7.0
451939,Salah El-Saadany,ACTOR,1,8.1,8.5
452027,Rami Doueiri,ACTOR,1,7.6,7.3
452028,Naamar Sahli,ACTOR,1,7.6,7.3
452029,Rola Al Amin,ACTOR,1,7.6,7.3
452030,Mohamad Chamas,ACTOR,1,7.6,7.3
452031,Leïla Karam,ACTOR,1,7.6,7.3
452032,Hassan Farhat,ACTOR,2,7.25,6.75
452033,Fadi Abou Khalil,ACTOR,2,7.25,6.75
452034,Mahmoud Mabsout,ACTOR,1,7.6,7.3
452116,Khalid Tyabji,ACTOR,1,7.3,7.2
452121,Eric MacLennan,ACTOR,1,7.4,7.35
452306,Luc Van Gunderbeeck,ACTOR,1,7.2,7.2
452413,Matías Prats Sr.,ACTOR,1,7.2,7.0
452578,Hamdy Ahmed,ACTOR,1,8.1,8.5
452580,Abdullah Mahmoud,ACTOR,1,7.2,6.0
452666,Masuo Amada,ACTOR,3,6.87,7.7
452811,Molly Atkinson,ACTOR,1,7.3,7.23
452812,Mag Ruffman,ACTOR,2,6.7,6.8
452817,Nidal Al-Askhar,ACTOR,1,6.9,6.2
453135,Rebeca Montero,ACTOR,1,6.6,6.7
453169,Victoria Hunter,ACTOR,1,6.8,6.9
453416,Anne Sinclair,ACTOR,1,7.0,7.3
453641,Oliver North,ACTOR,1,7.4,7.1
453887,Juan Manuel Fangio,ACTOR,1,6.9,7.2
453893,Patrick Doyle,ACTOR,1,6.4,4.7
453970,Kisho Taniyama,ACTOR,7,7.7,7.73
454065,Jack Landry,ACTOR,2,5.9,6.0
454080,Valeriy Kukhareshin,ACTOR,1,7.1,7.9
454425,T.J. Myers,ACTOR,1,5.7,5.6
454458,James Hibbard,ACTOR,1,6.0,6.9
454486,Holly Kaneko,ACTOR,1,6.6,7.2
454514,John M. Watson Sr.,ACTOR,1,7.3,7.1
454516,Jeff Kizer,ACTOR,1,6.3,6.8
454555,Maciej Ślesicki,DIRECTOR,1,6.1,5.6
454594,Sechaba Morojele,ACTOR,1,5.9,7.5
454597,Gary Frank,ACTOR,1,6.1,5.3
454603,Lynn Grossman,ACTOR,1,6.7,6.64
454616,Ray Toler,ACTOR,1,6.5,6.5
454641,Fatima Sana Shaikh,ACTOR,3,6.8,7.03
454719,Pilar Massa,ACTOR,1,5.8,6.3
455145,Tim Lovestedt,ACTOR,1,4.4,5.7
455270,Sheila Whitfield,ACTOR,1,7.0,6.8
455521,Tito Haas,ACTOR,1,6.7,6.1
455522,Enrique Latorre,ACTOR,1,6.7,6.1
455567,Shiva Rindani,ACTOR,1,4.3,4.2
455573,David Gregory,ACTOR,1,7.1,6.9
455715,Tom Dorfmeister,ACTOR,1,7.9,7.6
455872,Sasi Shankar,DIRECTOR,1,6.4,6.6
456145,Ernesto Laguardia,ACTOR,1,,7.2
456260,Barbara Scoppa,ACTOR,1,2.7,3.4
456282,Doron Tsabari,ACTOR,1,5.7,5.7
456467,Robert F. Cawley,ACTOR,1,4.5,5.1
456482,Eric Larsen,ACTOR,1,4.7,5.6
456639,Rahul Rawail,DIRECTOR,2,5.55,6.05
456969,Kōichi Tōchika,ACTOR,4,7.25,7.49
457078,Meenakshi Seshadri,ACTOR,2,6.3,7.3
457104,Bimbo Akintola,ACTOR,1,5.2,
457324,Takeo Otsuka,ACTOR,1,6.6,6.8
457379,Rick Fitts,ACTOR,1,5.4,5.7
457557,John Furlong,ACTOR,1,6.1,6.3
457734,Gelli De Belen,ACTOR,1,,
457904,Mihály Szabados,ACTOR,1,7.4,7.0
457905,Assata Shakur,ACTOR,1,8.2,8.0
458110,Valentina Yakunina,ACTOR,1,7.1,6.9
458115,Wendle Josepher,ACTOR,1,6.4,6.38
458226,Paul Cassell,ACTOR,1,6.7,6.9
458231,Al Cerullo,ACTOR,2,6.25,6.22
458348,Glenn 'Doc' Rivers,ACTOR,2,7.4,7.35
458443,Bobbie Brown,ACTOR,1,6.4,6.38
458510,Sara Tanaka,ACTOR,1,7.0,6.58
458599,Rhian Morgan,ACTOR,1,6.3,6.1
458842,Raliegh Wilson,ACTOR,1,6.5,6.3
458937,Richard Farrell,ACTOR,1,,7.4
458995,David Brooks,ACTOR,1,5.6,7.3
459145,Artimus Pyle,ACTOR,1,7.9,7.7
459146,Billy Powell,ACTOR,1,7.9,7.7
459148,Allen Collins,ACTOR,1,7.9,7.7
459149,Steve Gaines,ACTOR,1,7.9,7.7
459312,Kyôko Dônowaki,ACTOR,1,7.8,7.9
459319,Kan Tanaka,ACTOR,1,6.6,7.2
459597,Caspar Salmon,ACTOR,1,,6.1
459670,Rick Kosick,ACTOR,4,6.45,6.15
459789,Barry Hirschberg,ACTOR,1,7.7,7.5
459933,Mahavir Shah,ACTOR,2,5.6,5.8
459973,Roxanne Beckford,ACTOR,1,6.7,6.6
460070,Padma Khanna,ACTOR,1,5.1,3.8
460160,Ed Amatrudo,ACTOR,3,5.53,6.47
460225,Patrick Tse Yin,ACTOR,1,,7.0
460349,DeVere Jehl,ACTOR,1,4.3,4.9
460421,Joshua Zamora,ACTOR,1,6.8,6.4
460578,Steve Gonnelo,ACTOR,1,8.5,8.32
460880,Bob Lazar,ACTOR,1,7.0,6.58
461057,Lakshmi Krishnamurthy,ACTOR,1,8.4,7.4
461079,James Weir,ACTOR,1,5.6,5.6
461082,Ayesha Antoine,ACTOR,1,6.9,7.0
461222,Caroline Keenan,ACTOR,1,6.6,6.6
461233,Javier Carrasquillo,ACTOR,1,5.5,5.9
461398,Kanta Sato,ACTOR,7,6.71,6.0
461400,Nonoka Yamaguchi,ACTOR,2,6.75,6.85
461447,Judith Goldberg,ACTOR,1,6.6,5.7
461501,Sophia Santi,ACTOR,2,6.0,6.15
462102,Thomas Semeraro,ACTOR,1,6.2,6.2
462126,Anaita Shroff Adajania,ACTOR,1,7.9,7.5
462153,Takkô Ishimori,ACTOR,1,7.8,7.5
462221,David Clement,ACTOR,1,6.7,6.6
462299,Ronnie Farer,ACTOR,1,7.7,7.5
462300,Susan Norman,ACTOR,1,4.5,5.1
462337,Nancy Cheryll Davis,ACTOR,1,7.5,7.54
462704,Alex Cohen,ACTOR,1,5.2,5.5
462720,Gustave Johnson,ACTOR,1,4.5,5.32
462726,David Phelan,ACTOR,1,7.1,6.9
462849,Jean-Pierre Stewart,ACTOR,1,4.8,5.1
462917,Yoshiaki Kobayashi,ACTOR,1,6.8,6.6
462999,Rajiv Mehra,DIRECTOR,3,5.83,6.0
463033,Kiyonobu Suzuki,ACTOR,3,6.93,7.47
463157,George Marshall Ruge,ACTOR,1,7.8,7.55
463167,Evan Dando,ACTOR,1,6.8,6.8
463339,Masashi Arifuku,ACTOR,1,7.4,7.59
463917,Robert Samuels,ACTOR,1,6.6,7.0
463974,Henryk Niebudek,ACTOR,1,7.1,7.3
464020,R.C. Bates,ACTOR,1,6.4,6.38
464047,Paolo Calissano,ACTOR,1,4.8,5.1
464281,Jieh-Wen King,ACTOR,1,6.4,8.3
464311,Eric Challier,ACTOR,1,8.5,8.32
464530,Margaret Thatcher,ACTOR,1,6.6,7.0
464659,M. V. Vasudeva Rao,ACTOR,1,8.1,7.2
464674,Birbal,ACTOR,2,5.15,5.0
464703,Mark Trevorrow,ACTOR,1,7.3,6.4
464957,Bimbo Bautista,ACTOR,1,6.2,6.9
465097,Benedict Goh,ACTOR,1,5.4,
465104,Todd Jeffries,ACTOR,1,5.5,6.0
465440,Manohar Singh,ACTOR,1,5.0,7.5
465691,Alexander Hauff,ACTOR,1,7.5,7.7
465852,Fulvio Milani,ACTOR,2,6.0,6.7
465879,Terence Cao,ACTOR,2,5.4,
465922,Zdeněk Pecháček,ACTOR,1,6.4,6.9
465979,Ed White,ACTOR,1,7.3,7.1
465980,Phil Neilson,ACTOR,1,7.3,7.1
466017,Anthony R. Jones,ACTOR,1,6.9,7.4
466039,Carmela Rappazzo,ACTOR,1,5.5,5.6
466061,Annie Gagen,ACTOR,1,8.2,8.18
466130,Tommy Barnes,ACTOR,1,6.8,6.9
466320,Ethel Winant,ACTOR,1,6.3,6.8
466360,Strawberry Yeung,ACTOR,1,5.9,6.0
466400,Nancy L. Chlumsky,ACTOR,1,6.9,7.4
466433,Eric Payne,ACTOR,1,6.7,6.71
466651,Betty Miller,ACTOR,1,8.5,8.32
466696,Nurseli İdiz,ACTOR,1,6.1,5.7
466699,Arif Erkin Güzelbeyoğlu,ACTOR,1,7.7,6.78
466906,Aaron Neville,ACTOR,1,5.2,5.5
466957,Alan J. Levi,DIRECTOR,1,4.5,5.1
466996,Jeff Marcus,ACTOR,1,4.9,5.7
467169,Ben Ting,ACTOR,1,6.4,6.0
467307,Kris Kamm,ACTOR,1,6.7,6.75
467434,Dex Elliott Sanders,ACTOR,1,6.4,6.38
467462,Amer Chadha-Patel,ACTOR,1,3.7,4.9
467469,Tanveer Ghani,ACTOR,1,7.8,7.4
467526,Al Kooper,ACTOR,1,7.9,7.7
467537,James Hunter,ACTOR,1,6.7,6.6
467594,DJ Hurricane,ACTOR,1,6.5,6.5
467690,Erin Wiley Sands,ACTOR,1,7.5,7.54
467771,Michael Ruud,ACTOR,1,6.5,6.3
467984,Philipp Kriechbaum,ACTOR,1,7.1,7.2
468620,Sunil Dhawan,ACTOR,1,6.4,5.3
468653,Terrie Snell,ACTOR,1,5.5,5.6
468906,Colleen Winton,ACTOR,1,7.2,7.0
468971,Mohamed Ourdache,ACTOR,1,7.4,7.76
469092,Frank DeAngelo,ACTOR,1,6.8,6.7
469414,Louise Lee,ACTOR,1,,
469459,Kalpana Iyer,ACTOR,3,6.4,6.13
469623,Calvin Trillin,ACTOR,1,7.4,7.1
469669,Shane Obedzinski,ACTOR,1,6.9,7.4
469679,Ron Nummi,ACTOR,1,8.3,8.45
469688,Glenda Chism,ACTOR,1,6.9,7.4
469808,Julian Scott Urena,ACTOR,1,6.5,6.2
469828,William James Stiggers Jr.,ACTOR,1,8.5,8.32
469861,Mara Duronslet,ACTOR,1,7.3,6.99
469888,Richard Zobel,ACTOR,1,8.3,8.45
469907,Sal Jenco,ACTOR,1,7.7,7.5
469981,Rick Barker,ACTOR,1,7.3,6.6
470102,Clancy Chassay,ACTOR,1,7.0,6.4
470385,Khairy Beshara,DIRECTOR,1,5.6,6.0
470402,Adam Cronan,ACTOR,1,5.8,7.09
470490,Linda Otto,DIRECTOR,1,6.1,5.3
470714,David Nobbs,ACTOR,1,7.3,8.5
470773,Julián Teurlais,ACTOR,1,5.8,6.3
470847,Chris M. Allport,ACTOR,1,4.8,6.27
471212,Jonothon Gill,ACTOR,1,6.5,6.5
471253,Rani,ACTOR,1,7.9,7.5
471306,Kofi Ghanaba,ACTOR,1,7.0,6.5
471307,Oyafunmike Ogunlano,ACTOR,1,7.0,6.5
471309,Alexandra Duah,ACTOR,1,7.0,6.5
471620,Omar El-Hariri,ACTOR,1,7.6,7.1
471699,Scott Hurst,ACTOR,1,5.8,6.1
471838,Giacomo Fadda,ACTOR,1,5.9,6.3
471958,Candace Brown,ACTOR,1,4.0,5.3
472207,Buffy Sainte-Marie,ACTOR,1,7.7,8.2
472240,David Wu,ACTOR,1,7.3,8.2
472387,Tony Tedeschi,ACTOR,1,7.9,7.6
472398,Kallu Chidambaram,ACTOR,1,6.6,4.0
472619,Tomasz Stockinger,ACTOR,1,3.3,7.04
472633,Bubba Baker,ACTOR,1,7.3,7.2
472846,Sam Derence,ACTOR,1,4.3,6.1
473092,Jesese Mungoshi,ACTOR,1,6.0,6.1
473403,Eric Nguyen,ACTOR,1,6.0,6.2
473694,Zhao Jun,ACTOR,1,6.4,6.2
473955,Witold Wielinski,ACTOR,1,6.2,6.2
473965,Steve Jaffe,ACTOR,1,6.2,6.1
474040,Martin Julien,ACTOR,1,6.5,6.64
474076,Bobby Stewart,ACTOR,1,5.4,5.5
474304,Sharan Koppisetty,DIRECTOR,1,7.2,7.7
474454,David Dahlgren,ACTOR,1,6.6,6.6
474484,Martin Le Maitre,ACTOR,1,,6.1
474703,Yolanda Corbett,ACTOR,1,7.1,7.12
474918,Micah Grant,ACTOR,1,6.3,6.8
474996,Sab John,ACTOR,1,6.5,6.5
475030,Tim Newman,ACTOR,1,7.5,7.5
475036,Priya Arun,ACTOR,1,7.5,6.5
475271,Juan Pablo Manzanero,ACTOR,1,5.1,6.6
475303,Nicholas Shields,ACTOR,1,8.2,8.18
475584,Wang Sen,ACTOR,1,4.3,5.6
475685,Natalie Silverman,ACTOR,1,6.8,7.0
475793,Kim Won-Jin,ACTOR,1,5.7,5.3
476161,Chiago Liu,ACTOR,1,5.7,6.3
476369,Priti Sapru,ACTOR,1,5.1,6.0
476701,Artur Pontek,ACTOR,1,6.3,6.7
476708,Master Manjunath,ACTOR,1,7.6,6.5
476859,Gregory Salata,ACTOR,1,6.2,6.1
476911,Karen Shallo,ACTOR,1,8.3,8.45
477103,Stella Choe,ACTOR,1,6.6,6.6
477228,Buck Smith,ACTOR,1,7.8,7.8
477451,James Horrocks,ACTOR,1,7.3,6.6
477465,Michael Hilow,ACTOR,1,7.4,7.4
477562,John Canada Terrell,ACTOR,1,6.7,6.71
477650,Jody O'Neil,ACTOR,1,7.2,7.21
477795,Wayne Chou,ACTOR,1,4.5,5.32
477799,Fernanda Gordon,ACTOR,1,7.7,7.1
477905,Michelle Botes,ACTOR,1,3.3,
477909,Diane Wilson,ACTOR,1,5.4,6.1
477970,Carlos Palomino,ACTOR,1,6.5,6.3
478128,Shelley Kästner,ACTOR,1,6.6,5.7
478181,Casey Ellison,ACTOR,1,7.2,5.9
478355,Sam Behrens,ACTOR,1,6.1,5.3
478479,Christina Veronica,ACTOR,1,5.2,4.8
478504,Andreas Marianos,ACTOR,1,5.6,6.3
478545,Yuko Sasaki,ACTOR,1,6.4,7.3
478664,Carolyn Mignini,ACTOR,1,6.8,6.8
478848,Dilip Kumar,ACTOR,1,6.3,
478853,Dorothy Deavers,ACTOR,1,6.5,6.4
479007,Abdel Azziz Makhyoun,ACTOR,1,7.2,6.0
479070,José Andrada,ACTOR,1,8.0,8.1
479147,Surasak Wongthai,ACTOR,1,6.4,6.3
479173,Gil Kopel,ACTOR,1,8.3,8.1
479317,Luc Bernard,ACTOR,2,8.0,8.11
479394,Hussein Sbeity,ACTOR,1,6.9,6.2
479395,Habib Hammoud,ACTOR,1,6.9,6.2
479396,Maroun Bagdadi,DIRECTOR,5,6.7,5.82
479420,Claudia di Girólamo,ACTOR,1,6.5,5.9
479455,Sergei Priselkov,ACTOR,1,6.5,6.2
479477,Kenichi Ono,ACTOR,1,7.0,7.1
479703,Scottie Pippen,ACTOR,1,9.1,8.2
479735,William Lorenzo,ACTOR,1,7.3,6.1
479818,Andrzej Borkowski,ACTOR,1,7.1,6.9
479866,Moon Moon Sen,ACTOR,2,4.75,4.6
479894,Sonia Gray,ACTOR,1,5.2,6.75
479908,Rinat Gazizov,DIRECTOR,1,6.2,5.5
479990,Shen Hai-Rong,ACTOR,1,,7.4
480249,Marina Viro,ACTOR,1,7.4,7.6
480328,Alan Gutiérrez,ACTOR,1,6.5,8.2
480385,Margaret Bowman,ACTOR,2,6.0,6.45
480445,Michael Antoniou,ACTOR,1,6.1,6.0
480483,Jimmy Woodard,ACTOR,1,5.9,6.3
480534,Dorian Corey,ACTOR,1,8.2,8.2
480643,Kazuhiro Muroyama,ACTOR,2,6.05,6.3
481279,Gino Tsai,ACTOR,1,6.7,5.8
481761,Hussein Fahmy,ACTOR,1,6.5,5.3
482015,Tera Hendrickson,ACTOR,1,5.1,5.35
482161,David Kendrick,ACTOR,1,7.8,7.3
482193,Peter Pan,ACTOR,1,7.7,7.4
482195,Allen Bloomfield,ACTOR,1,7.0,6.58
482263,James Baldwin,ACTOR,1,8.1,8.3
482695,Dhirendra,ACTOR,1,6.1,7.2
482729,Jaron Lanier,ACTOR,1,7.6,7.5
482807,Priya,ACTOR,1,8.1,7.2
482810,John David Kalodner,ACTOR,1,,7.8
482889,Tom Maher,ACTOR,1,7.8,7.7
482894,Dorota Pomykała,ACTOR,1,4.9,5.7
482940,Francisco Nieto,ACTOR,1,6.8,7.2
483031,Megan Choritz,ACTOR,1,7.3,6.0
483149,Brandon Stewart,ACTOR,1,7.2,7.0
483455,Mandakini,ACTOR,1,5.2,5.0
483456,Babbar Subhash,DIRECTOR,1,6.4,5.3
483458,Sonam,ACTOR,1,5.1,5.0
483532,Lola Rodríguez,ACTOR,1,5.4,7.3
484111,Marion Yue,ACTOR,1,5.9,5.8
484155,Tom Snyder,ACTOR,1,8.4,8.1
484234,Almira Muhlach,ACTOR,1,4.4,5.7
484289,David Johndrow,DIRECTOR,1,,7.5
484329,Ryan White,ACTOR,1,7.2,5.9
484391,June Gable,ACTOR,1,5.2,5.4
484416,Miguel Munarriz,ACTOR,1,6.2,6.5
484454,Jane Hallaren,ACTOR,1,6.9,7.4
484711,Jean Carol,ACTOR,1,7.7,7.3
484901,Juan Manuel Tenuta,ACTOR,1,8.0,8.1
485130,Victor Brandt,ACTOR,1,4.0,5.3
485198,Susan Taslimi,ACTOR,1,5.6,6.3
485560,Colin Bennett,ACTOR,1,6.0,6.3
485689,Meredith Monk,ACTOR,1,6.9,7.9
485749,Esther Liu,ACTOR,1,7.4,8.9
486064,Lynne Margulies,ACTOR,1,7.6,7.6
486340,Anuradha Patel,ACTOR,1,4.4,5.3
486443,Gavin Wood,ACTOR,1,6.6,7.6
486863,Neelima Azim,ACTOR,1,6.1,5.8
486885,Zdenko Jelčić,ACTOR,1,7.4,7.6
487030,Harbans Darshan M. Arora,ACTOR,1,6.4,5.3
487395,Constantino 'Tino' Fernández,ACTOR,1,6.8,6.7
487397,Yolanda Ventura,ACTOR,1,6.8,6.7
487399,Gemma Termes Prat,ACTOR,1,6.8,6.7
487523,Oliver Block,ACTOR,1,7.8,7.8
487578,Scott Hoxby,ACTOR,1,6.5,6.5
488147,Tony Morelli,ACTOR,1,5.1,5.5
488157,Martin von Haselberg,ACTOR,1,7.6,7.2
488241,Sean Hewitt,ACTOR,1,6.5,6.64
488282,Errol Slue,ACTOR,1,5.6,4.9
488393,Erdal Özyağcılar,ACTOR,1,7.7,6.78
488611,Helaine Lembeck,ACTOR,1,5.7,5.8
488781,Alex Serra,ACTOR,1,8.3,8.45
488851,Rita Martinson,ACTOR,1,6.2,6.1
488904,Jeff Harms,ACTOR,1,6.8,6.8
489093,Carmela Marner,ACTOR,1,7.1,6.9
489108,Mayumi Shou,ACTOR,1,7.3,6.7
489265,Peter Shawn,ACTOR,1,7.6,8.0
489340,Richard D. Sharp,ACTOR,1,7.1,6.9
489414,Toño Vega,ACTOR,1,6.3,6.8
489488,William M. Steinberg,ACTOR,1,5.7,6.2
489798,Paul McIsaac,ACTOR,1,8.7,8.46
489835,Hugo Gómez,ACTOR,1,7.1,7.8
489904,Pazha Karuppaiah,ACTOR,1,7.0,6.0
490029,Benedita da Silva,ACTOR,1,7.0,7.5
490079,Jacquelyn Houston,ACTOR,1,6.0,6.0
490130,Heo Ji-won,ACTOR,1,7.3,6.8
490143,Florina Lemaitre,ACTOR,1,,7.6
490299,Patrick Askin,ACTOR,1,7.2,6.7
490465,Jaime Celedón,ACTOR,1,6.2,5.8
490621,David Mackay,ACTOR,2,5.65,6.5
491143,Jaclyn Bernstein,ACTOR,1,7.3,6.6
491162,Jack Shea,ACTOR,1,7.4,7.3
491208,Mike Stone,ACTOR,1,6.1,6.0
491552,Carol Swarbrick,ACTOR,1,5.2,5.9
491645,Yang Li-yin,ACTOR,2,7.15,7.0
491678,Denise Gallup,ACTOR,1,7.2,7.2
491679,Dian Gallup,ACTOR,1,7.2,7.2
491907,Brooke Morales,ACTOR,1,7.3,6.99
492147,Emmanuel Karsen,ACTOR,1,6.7,7.1
492364,Lindsey Amelio,ACTOR,1,7.0,7.0
492547,Tōru Watanabe,ACTOR,1,6.5,7.2
492671,Aditya Sharma,ACTOR,1,6.0,6.4
492699,Mart Crowley,ACTOR,1,7.2,8.5
492716,Erik Dellums,ACTOR,2,7.55,7.5
492911,David Coburn,ACTOR,1,5.4,6.0
493126,Scott Ryder,ACTOR,1,6.5,6.5
493393,Leigh Kilton,ACTOR,1,6.0,6.2
493720,Eric Gurry,ACTOR,1,8.2,8.2
493938,Michael Milburn,ACTOR,1,6.0,6.1
493971,Ahmad Abdel Waress,ACTOR,2,7.3,6.5
494146,Halim Sabir,ACTOR,1,5.6,6.5
495004,Goliath,ACTOR,1,7.9,7.6
495005,Roberto Vander,ACTOR,1,6.5,6.9
495145,Ayu Azhari,ACTOR,1,7.2,6.6
495269,K.J. Apa,ACTOR,2,6.6,7.27
495476,Edgar Fruitier,ACTOR,1,5.1,5.6
495501,Eva Mariol,ACTOR,1,6.8,6.7
495582,Clotilde Borella,ACTOR,1,8.0,8.1
496532,Bruce Winant,ACTOR,1,3.7,6.7
496600,Jerry Matz,ACTOR,1,6.9,6.5
496606,Susan Egbert,ACTOR,1,7.2,6.7
496784,Lupita Sandoval,ACTOR,1,6.5,8.2
497004,Alexander Dimitrov,ACTOR,1,6.1,6.5
497227,Krishan Dhawan,ACTOR,1,6.1,
497329,Murad,ACTOR,1,5.1,3.8
497374,Asher Tzarfati,ACTOR,1,4.8,5.1
497600,Rajiv Kapoor,ACTOR,1,7.5,7.0
498085,Jeanne Sakata,ACTOR,2,5.65,5.75
498130,Johnny Popwell,ACTOR,1,7.7,7.3
498370,Tewfik El Dekn,ACTOR,3,7.47,7.17
498381,Carlo Leva,ACTOR,1,7.4,7.0
498631,Robert Crosson,ACTOR,1,7.5,7.2
499383,Katie Rich,ACTOR,1,5.3,6.5
499486,Keri Montgomery,ACTOR,1,6.7,6.8
