person_id,name,role,title_count,avg_imdb_score,avg_tmdb_score
7633,Bill Hader,ACTOR,3,6.33,6.25
7637,Mike Colter,ACTOR,4,6.32,6.7
7644,Bo Welch,DIRECTOR,1,4.0,5.3
7645,Sally Field,ACTOR,6,7.15,6.96
7646,Pierce Brosnan,ACTOR,5,6.16,6.22
7647,Polly Holliday,ACTOR,1,7.2,5.1
7650,Robert Prosky,ACTOR,2,6.55,6.59
7654,Karen Kahn,ACTOR,2,7.6,7.35
7656,James Cunningham,ACTOR,1,8.3,7.8
7659,Drew Letchworth,ACTOR,1,6.7,6.9
7666,Raja Gosnell,DIRECTOR,3,4.83,5.9
7690,Shia LaBeouf,ACTOR,1,7.0,7.1
7691,Max Baker,ACTOR,1,6.3,5.9
7692,Pruitt Taylor Vince,ACTOR,5,7.06,7.04
7694,Peter Stormare,ACTOR,3,6.77,6.87
7696,José Zúñiga,ACTOR,2,6.4,6.45
7717,Fares Fares,ACTOR,2,6.95,6.5
7720,Agnieszka Grochowska,ACTOR,3,6.05,7.0
7724,Michael Nardone,ACTOR,1,,7.7
7725,Finbar Lynch,ACTOR,1,6.9,7.3
7726,Josef Altin,ACTOR,2,7.5,6.75
7728,Lorraine Ashbourne,ACTOR,1,7.3,8.2
7729,Ned Dennehy,ACTOR,3,6.43,6.33
7736,Julie Christie,ACTOR,2,6.35,6.55
7737,Dustin Hoffman,ACTOR,5,7.35,7.05
7737,Dustin Hoffman,DIRECTOR,1,6.8,6.5
7738,Freddie Highmore,ACTOR,3,6.03,6.4
7749,Burt Young,ACTOR,1,8.3,8.45
7753,Joe Spinell,ACTOR,1,8.2,8.18
7763,Lloyd Kaufman,ACTOR,1,6.7,6.6
7777,Arnold Johnson,ACTOR,1,7.5,7.54
7782,John G. Avildsen,DIRECTOR,1,7.4,7.3
7787,Kathleen Turner,ACTOR,2,7.4,7.1
7788,Laurie Holden,ACTOR,1,7.1,6.9
7790,Patricia French,ACTOR,1,6.0,6.6
7793,Paul Blackthorne,ACTOR,1,8.1,7.3
7794,Eddie Shin,ACTOR,1,7.4,8.3
7795,Atkins Estimond,ACTOR,1,6.9,6.7
7798,Matthew Cardarople,ACTOR,2,5.9,6.05
7799,Grant James,ACTOR,1,5.2,5.8
7801,Erin Allin O'Reilly,ACTOR,1,5.7,6.9
7810,Ben Fogle,ACTOR,1,7.1,7.2
7811,Walter Hendrix III,ACTOR,1,7.3,7.33
7815,Angela Kerecz,ACTOR,2,4.55,5.2
7850,Rufus Jones,ACTOR,2,7.1,6.95
7860,John Merical,ACTOR,1,5.6,6.3
7869,Tang Wei,ACTOR,1,5.4,5.5
7870,Leehom Wang,ACTOR,1,5.4,5.5
7871,Viola Davis,ACTOR,8,6.93,6.85
7872,Andy On,ACTOR,1,5.4,5.5
7873,Christian Borle,ACTOR,1,5.4,5.5
7874,Yorick van Wageningen,ACTOR,1,5.4,5.5
7875,Tyson Chak,ACTOR,3,5.43,5.17
7876,Brandon Molale,ACTOR,1,5.4,5.5
7877,Danny Burstein,ACTOR,2,6.45,6.65
7878,Archie Kao,ACTOR,1,5.4,5.5
7879,Manny Montana,ACTOR,2,6.55,6.8
7880,Abhi Sinha,ACTOR,2,6.35,6.39
7881,Spencer Garrett,ACTOR,3,6.4,6.3
7882,William Mapother,ACTOR,2,5.75,5.8
7883,Michael Mann,ACTOR,1,6.4,6.33
7883,Michael Mann,DIRECTOR,2,6.2,6.1
7893,Dave Franco,ACTOR,2,6.0,6.21
7893,Dave Franco,DIRECTOR,1,5.7,5.6
7894,Michael Kelly,ACTOR,4,6.6,6.85
7895,José Garcia,ACTOR,1,6.3,6.3
7897,Caitríona Balfe,ACTOR,4,7.88,7.42
7900,Louis Leterrier,DIRECTOR,1,5.7,6.0
7902,Ben Chaplin,ACTOR,1,7.1,6.9
7909,David Morse,ACTOR,3,7.17,7.07
7910,Graham Greene,ACTOR,5,7.3,7.27
7912,Harry Dean Stanton,ACTOR,1,6.7,6.8
7917,Brent Briscoe,ACTOR,2,6.95,6.83
7918,Bill McKinney,ACTOR,2,6.55,6.28
7924,Rebecca Klingler,ACTOR,2,6.8,6.59
7925,Van Epperson,ACTOR,1,5.5,6.0
7937,Noel Clarke,ACTOR,1,5.2,5.9
7940,Aisha Hinds,ACTOR,1,7.8,7.0
7941,Jeremy Raymond,ACTOR,1,7.0,7.1
7951,Seth Ayott,ACTOR,1,6.4,6.1
7952,Marco Sanchez,ACTOR,1,6.1,6.1
7953,Lee Reherman,ACTOR,1,6.4,6.38
7954,Usman Ally,ACTOR,1,5.7,7.0
7955,Nolan North,ACTOR,4,6.3,7.18
7964,David Schütter,ACTOR,3,5.87,5.67
7974,Heather Langenkamp,ACTOR,2,7.1,7.65
7975,Adriana Altaras,ACTOR,2,5.8,6.3
7979,Cynthia Addai-Robinson,ACTOR,1,7.5,7.1
7991,Brian T. Delaney,ACTOR,3,6.9,7.22
7992,Arlen Escarpeta,ACTOR,2,6.25,6.35
7994,Joe Hanna,ACTOR,1,7.4,8.0
7997,Kevin Michael Richardson,ACTOR,14,6.47,6.86
7998,David Sobolov,ACTOR,1,5.8,7.1
8000,Kiff VandenHeuvel,ACTOR,3,5.93,7.0
8004,Audrey Wasilewski,ACTOR,3,5.73,5.83
8006,Gina Hirsch,ACTOR,1,7.4,7.0
8012,Mia Wasikowska,ACTOR,3,6.37,6.58
8013,Charlie Hunnam,ACTOR,3,6.9,6.88
8014,Jim Beaver,ACTOR,1,6.5,6.64
8015,Burn Gorman,ACTOR,4,6.88,6.95
8016,Javier Botet,ACTOR,8,6.37,6.37
8017,Sofia Wells,ACTOR,1,6.5,6.64
8018,Emily Coutts,ACTOR,1,6.5,6.64
8019,Laura Waddell,ACTOR,1,6.5,6.64
8020,Doug Jones,ACTOR,3,5.37,5.98
8022,Leslie Hope,ACTOR,1,6.5,6.64
8023,Bruce Gray,ACTOR,2,6.9,6.82
8024,Guillermo del Toro,ACTOR,2,7.45,7.0
8024,Guillermo del Toro,DIRECTOR,1,6.5,6.64
8029,Vincent Walsh,ACTOR,1,5.6,6.3
8030,Agam Darshi,ACTOR,4,6.02,5.9
8030,Agam Darshi,DIRECTOR,1,6.1,5.0
8035,E.G. Marshall,ACTOR,1,7.5,7.2
8036,Jack Warden,ACTOR,1,6.6,6.6
8044,Robert Webber,ACTOR,1,7.7,7.6
8052,John Gavin,ACTOR,1,8.2,8.2
8061,Karen Allen,ACTOR,1,5.3,5.8
8066,Dimitri Diatchenko,ACTOR,1,6.5,6.2
8067,Ilia Volok,ACTOR,1,7.4,7.0
8068,Emmanuel Todorov,ACTOR,1,4.6,7.2
8071,Neil Flynn,ACTOR,3,6.73,6.7
8074,Sasha Spielberg,ACTOR,2,6.3,6.4
8077,Chris Todd,ACTOR,1,6.5,6.47
8080,Carlos Linares,ACTOR,2,6.35,6.25
8086,Nito Larioza,ACTOR,1,5.2,5.4
8088,Kevin Collins,ACTOR,1,6.5,6.47
8089,Robert Baker,ACTOR,1,7.0,6.58
8094,Andrew Simpson,ACTOR,1,7.1,7.1
8095,Joanna Scanlan,ACTOR,1,6.4,6.6
8098,Emma Kennedy,ACTOR,1,7.1,6.7
8100,Wendy Nottingham,ACTOR,1,6.6,7.5
8105,Anne-Marie Duff,ACTOR,3,7.47,7.52
8114,Patrick Marber,ACTOR,1,6.1,6.1
8116,Emily Peachey,ACTOR,1,6.0,5.9
8117,Mike Birbiglia,ACTOR,6,7.12,6.95
8117,Mike Birbiglia,DIRECTOR,1,7.5,7.4
8128,Carrie-Anne Moss,ACTOR,2,5.45,6.15
8129,Joe Pantoliano,ACTOR,2,6.1,6.15
8130,Mark Boone Junior,ACTOR,4,6.92,6.86
8133,Stephen Tobolowsky,ACTOR,5,6.46,6.68
8134,Harriet Sansom Harris,ACTOR,1,7.4,7.3
8149,Kate Beckinsale,ACTOR,2,6.3,6.13
8150,Sinéad Cusack,ACTOR,1,7.4,7.1
8162,Paul Dano,ACTOR,2,6.8,6.91
8164,Piper Perabo,ACTOR,2,6.05,6.25
8167,Tracie Thoms,ACTOR,2,6.25,6.9
8174,James Landry Hébert,ACTOR,1,6.6,6.0
8178,Ritchie Montgomery,ACTOR,9,6.72,6.63
8182,David Joseph Martinez,ACTOR,1,6.5,6.4
8187,Robert Harvey,ACTOR,1,6.5,6.41
8192,James D. Stern,DIRECTOR,1,,6.3
8203,AnnaSophia Robb,ACTOR,1,7.0,7.1
8212,Tim Burton,DIRECTOR,3,7.13,6.92
8217,John August,ACTOR,1,,6.1
8225,David Bowie,ACTOR,1,7.8,7.5
8226,Rebecca Hall,ACTOR,2,6.7,6.4
8226,Rebecca Hall,DIRECTOR,1,6.7,6.45
8233,Ron Perkins,ACTOR,1,6.7,7.43
8239,James Lancaster,ACTOR,1,7.9,7.88
8258,Gwyneth Paltrow,ACTOR,7,6.27,6.36
8259,Olivia Munn,ACTOR,2,5.55,5.73
8272,Mark Ronson,ACTOR,1,7.0,7.5
8278,Harold Perrineau,ACTOR,2,6.95,6.9
8280,Paul Sorvino,ACTOR,1,8.7,8.46
8281,Vondie Curtis-Hall,DIRECTOR,1,5.8,6.6
8283,Vincent Laresca,ACTOR,1,6.9,6.7
8291,Randall Duk Kim,ACTOR,3,6.85,6.42
8292,Dan Fogler,ACTOR,3,5.6,5.87
8295,Laura Kightlinger,ACTOR,1,7.1,6.7
8297,Stephen Kearin,ACTOR,5,6.88,6.77
8300,Jeremy Shipp,ACTOR,1,7.2,6.9
8309,Michael J. Fox,ACTOR,2,5.35,5.67
8310,Lea Thompson,ACTOR,1,5.8,6.3
8311,Elisabeth Shue,ACTOR,2,6.6,6.05
8314,Casey Siemaszko,ACTOR,1,7.0,6.7
8315,Billy Zane,ACTOR,5,6.93,6.76
8318,Charles Fleischer,ACTOR,1,7.4,7.3
8319,Flea,ACTOR,3,7.2,7.2
8327,John Thornton,ACTOR,1,8.2,7.81
8353,Crispin Glover,ACTOR,1,,5.8
8359,Neil Canton,ACTOR,1,7.4,7.3
8360,Bob Gale,ACTOR,1,6.5,6.2
8364,Dennis Quaid,ACTOR,4,6.68,7.01
8365,Jake Gyllenhaal,ACTOR,6,7.0,6.9
8366,Emmy Rossum,ACTOR,1,6.7,6.5
8368,Jay O. Sanders,ACTOR,1,5.9,5.5
8370,Austin Nichols,ACTOR,1,4.3,6.1
8379,Carl Alacchi,ACTOR,1,7.4,7.3
8387,Nestor Serrano,ACTOR,1,5.1,5.3
8391,Mimi Kuzyk,ACTOR,1,5.8,5.7
8392,Vitali Makarov,ACTOR,1,4.3,4.8
8396,Jeffrey Nachmanoff,DIRECTOR,1,5.5,6.1
8409,Annie Potts,ACTOR,2,6.05,6.35
8410,Ernie Hudson,ACTOR,4,6.38,7.05
8413,Michael Ensign,ACTOR,2,6.8,6.84
8415,Steven Tash,ACTOR,1,6.7,6.8
8416,Alice Drummond,ACTOR,1,7.8,7.8
8422,John Ring,ACTOR,1,7.4,7.3
8424,Norman Matlock,ACTOR,1,8.2,8.18
8428,Larry King,ACTOR,1,7.0,7.12
8429,Ilknur Boyraz,ACTOR,1,5.2,6.0
8444,Tommy Hollis,ACTOR,1,8.5,8.32
8464,David Hasselhoff,ACTOR,4,5.3,5.72
8465,Henry Winkler,ACTOR,4,6.05,6.15
8467,Julie Kavner,ACTOR,1,7.8,7.8
8470,Katie Cassidy,ACTOR,2,6.35,6.1
8471,Lorraine Nicholson,ACTOR,2,6.85,6.85
8472,Rob Schneider,ACTOR,11,5.81,6.2
8478,Bam Margera,ACTOR,3,6.6,6.23
8479,Johnny Knoxville,ACTOR,8,6.26,6.16
8480,Steve-O,ACTOR,6,6.47,6.28
8481,Chris Pontius,ACTOR,5,6.0,6.14
8482,Dave England,ACTOR,4,6.6,6.3
8483,Ryan Dunn,ACTOR,3,6.6,6.23
8484,Preston Lacy,ACTOR,4,6.6,6.3
8485,Jason Acuña,ACTOR,4,6.6,6.3
8486,Ehren McGhehey,ACTOR,4,6.6,6.3
8487,Brandon DiCamillo,ACTOR,2,6.6,6.2
8488,Phil Margera,ACTOR,3,6.6,6.23
8489,April Margera,ACTOR,3,6.6,6.23
8490,Jess Margera,ACTOR,2,6.6,6.3
8491,Stephanie Hodge,ACTOR,1,6.6,6.3
8492,Jeff Tremaine,ACTOR,5,6.45,6.22
8492,Jeff Tremaine,DIRECTOR,6,6.6,6.44
8498,Romany Malco,ACTOR,2,5.65,6.2
8499,Jane Lynch,ACTOR,3,5.7,5.47
8500,Leslie Mann,ACTOR,3,5.97,5.98
8509,Mo Collins,ACTOR,1,7.4,7.6
8511,Gillian Vigman,ACTOR,3,5.8,5.97
8513,Siena Goines,ACTOR,1,5.1,5.5
8516,Cedric Yarbrough,ACTOR,2,6.65,6.9
8517,David Koechner,ACTOR,9,6.02,6.31
8522,Jazzmun,ACTOR,1,8.2,8.2
8525,Liz Carey,ACTOR,1,6.0,5.9
8526,Hilary Shepard,ACTOR,1,3.9,3.6
8528,Carla Gallo,ACTOR,2,6.15,6.05
8529,Michael Bierman,ACTOR,1,3.7,6.7
8531,Kevin Hart,ACTOR,14,5.91,6.32
8532,Wayne Federman,ACTOR,1,7.0,7.0
8534,Kate Luyben,ACTOR,1,5.8,5.6
8535,Rose Abdoo,ACTOR,3,5.9,5.83
8541,Nicole Randall Johnson,ACTOR,2,6.35,5.85
8544,Stephanie Lemelin,ACTOR,4,6.02,7.15
8549,Phyllis Smith,ACTOR,1,7.8,7.6
8555,Judd Apatow,ACTOR,5,6.52,6.3
8555,Judd Apatow,DIRECTOR,1,4.7,4.8
8561,Joo Hyun,ACTOR,1,8.2,8.0
8562,David Zayas,ACTOR,3,6.77,6.6
8563,Giselle Itié,ACTOR,1,5.7,8.2
8565,Amin Joseph,ACTOR,1,7.1,6.9
8573,Gary Daniels,ACTOR,1,7.0,6.0
8575,Dave Callaham,ACTOR,1,5.6,5.8
8583,Thomas Mann,ACTOR,4,6.58,6.5
8584,RJ Cyler,ACTOR,4,6.35,6.37
8587,Katherine Hughes,ACTOR,1,7.4,6.8
8588,Matt Bennett,ACTOR,1,6.9,8.22
8590,Bobb'e J. Thompson,ACTOR,1,6.9,6.6
8594,Chelsea Zhang,ACTOR,1,6.6,7.3
8615,Joe Fishel,ACTOR,2,6.95,7.23
8632,Alfonso Gomez-Rejon,ACTOR,1,6.7,6.64
8641,Michael Kenneth Williams,ACTOR,4,7.7,6.9
8642,Marianne Jean-Baptiste,ACTOR,2,6.65,6.93
8643,Aimee Garcia,ACTOR,1,8.1,8.52
8657,Gina Gershon,ACTOR,1,4.3,6.1
8658,Nick Cassavetes,ACTOR,1,7.5,7.4
8658,Nick Cassavetes,DIRECTOR,1,7.0,7.12
8659,Colm Feore,ACTOR,5,7.02,7.0
8660,Margaret Cho,ACTOR,9,5.71,5.89
8661,James Denton,ACTOR,1,7.2,7.7
8663,Thomas Jane,ACTOR,8,5.98,6.34
8665,Sheryl Lee Ralph,ACTOR,1,5.4,6.5
8666,George Foreman,ACTOR,1,,7.4
8667,Myles Jeffrey,ACTOR,1,4.2,5.3
8670,Tony Danza,ACTOR,1,6.9,6.4
8673,John Woo,DIRECTOR,2,5.65,5.85
8681,Larry the Cable Guy,ACTOR,3,5.37,6.0
8683,Joe Mantegna,ACTOR,1,7.0,6.1
8684,Peter Jacobson,ACTOR,1,5.9,5.5
8686,Franco Nero,ACTOR,1,8.4,8.15
8689,Tony Shalhoub,ACTOR,3,6.27,6.33
8693,Jenifer Lewis,ACTOR,1,5.2,5.9
8696,Velibor Topic,ACTOR,2,6.85,7.1
8699,Cheech Marin,ACTOR,3,7.0,6.97
8701,Lewis Hamilton,ACTOR,1,8.6,8.4
8707,Chris Parnell,ACTOR,13,6.22,6.31
8708,Luke Wilson,ACTOR,7,5.57,6.25
8709,Ben Stiller,ACTOR,7,6.3,6.2
8711,Danny Trejo,ACTOR,11,5.84,6.2
8712,Ian Roberts,ACTOR,3,6.3,6.07
8713,Darcy Donavan,ACTOR,1,7.1,6.7
8718,Ricky Gervais,ACTOR,9,7.06,6.88
8718,Ricky Gervais,DIRECTOR,2,6.05,5.92
8720,Jacquie Barnbrook,ACTOR,1,,5.8
8731,Cole Hauser,ACTOR,3,6.07,6.17
8740,Megalyn Echikunwoke,ACTOR,3,6.23,6.6
8756,Danny Huston,ACTOR,4,6.4,6.32
8758,Frances Conroy,ACTOR,1,6.8,6.8
8759,Stanley DeSantis,ACTOR,1,7.9,7.6
8760,Keith Campbell,ACTOR,2,7.0,6.8
8762,Kevin O'Rourke,ACTOR,1,7.8,7.6
8763,Al Coronel,ACTOR,1,4.5,4.8
8772,Gregor Fisher,ACTOR,1,7.6,7.1
8774,Colin Firth,ACTOR,3,7.1,6.9
8775,Sienna Guillory,ACTOR,2,6.5,6.9
8777,Heike Makatsch,ACTOR,1,7.6,7.1
8778,Joanna Page,ACTOR,1,7.6,7.1
8779,Andrew Lincoln,ACTOR,2,7.2,7.1
8781,Billy Bob Thornton,ACTOR,4,7.05,6.76
8783,Martine McCutcheon,ACTOR,1,7.6,7.1
8784,Laura Linney,ACTOR,6,7.62,7.21
8786,Rowan Atkinson,ACTOR,3,6.93,6.96
8787,Claudia Schiffer,ACTOR,1,7.6,7.1
8788,January Jones,ACTOR,4,7.25,7.2
8789,Elisha Cuthbert,ACTOR,4,6.95,6.72
8790,Shannon Elizabeth,ACTOR,2,6.6,6.65
8791,Denise Richards,ACTOR,3,7.45,6.96
8792,Sheila Allen,ACTOR,1,7.6,7.1
8793,Lúcia Moniz,ACTOR,2,7.05,7.15
8794,Richard Curtis,ACTOR,1,7.6,7.1
8794,Richard Curtis,DIRECTOR,1,7.6,7.1
8797,Omar Chaparro,ACTOR,3,5.5,7.13
8798,Aislinn Derbez,ACTOR,6,6.58,7.18
8800,Camila Sodi,ACTOR,2,7.6,7.5
8801,Kevin Pollak,ACTOR,4,6.22,6.18
8803,Erick Elías,ACTOR,1,4.3,6.1
8804,José Sefami,ACTOR,2,3.9,6.25
8809,Veronica Ferres,ACTOR,1,4.3,4.8
8810,Lyriq Bent,ACTOR,3,6.3,6.63
8822,Jamillah Ross,ACTOR,1,6.3,6.3
8823,Juan Carlos Velis,ACTOR,1,6.2,6.2
8824,Alex Mallari Jr.,ACTOR,3,6.77,6.67
8830,Patrick Newall,ACTOR,3,6.5,6.98
8841,Joseph Morgan,ACTOR,1,8.3,8.6
8843,Chris Larkin,ACTOR,1,7.3,7.25
8847,Lee Ingleby,ACTOR,2,7.4,7.16
8851,Ian Mercer,ACTOR,1,7.1,7.63
8854,David Threlfall,ACTOR,1,3.9,6.5
8858,Patrick Gallagher,ACTOR,1,6.0,6.6
8861,John DeSantis,ACTOR,2,5.55,5.85
8874,Pihla Viitala,ACTOR,1,7.2,6.6
8875,Derek Mears,ACTOR,3,6.2,6.37
8876,Joanna Kulig,ACTOR,2,6.65,6.45
8886,Jeppe Beck Laursen,ACTOR,3,6.17,6.4
8887,Stig Frode Henriksen,ACTOR,4,5.98,6.22
8888,Tommy Wirkola,DIRECTOR,2,6.85,6.95
8895,Christine Taylor,ACTOR,2,5.15,5.45
8898,Joel David Moore,ACTOR,2,5.6,6.5
8899,Chris Williams,ACTOR,1,5.1,5.5
8900,Jamal Duff,ACTOR,2,7.35,7.18
8901,Gary Cole,ACTOR,4,6.08,6.44
8902,Hank Azaria,ACTOR,4,5.37,5.95
8905,Rawson Marshall Thurber,ACTOR,1,6.3,6.78
8905,Rawson Marshall Thurber,DIRECTOR,1,6.3,6.78
8906,Stuart Cornfeld,ACTOR,1,7.0,6.58
8912,Frank Grillo,ACTOR,11,5.25,5.79
8914,Carmen Ejogo,ACTOR,2,5.95,6.35
8915,Zach Gilford,ACTOR,2,6.9,7.46
8916,Kiele Sanchez,ACTOR,1,6.3,7.0
8918,Justina Machado,ACTOR,4,7.25,7.2
8919,John Beasley,ACTOR,1,5.3,5.8
8922,Castulo Guerra,ACTOR,1,7.6,6.9
8925,Lakeith Stanfield,ACTOR,8,6.09,6.19
8927,Nicholas Gonzalez,ACTOR,1,5.7,6.1
8932,Judith McConnell,ACTOR,1,4.5,4.8
8937,Brandon Keener,ACTOR,1,8.1,8.0
8941,Chris Gann,ACTOR,1,5.1,6.2
8942,James DeMonaco,DIRECTOR,1,5.4,7.2
8955,Jennifer Aniston,ACTOR,4,5.95,5.92
8956,Nicole Kidman,ACTOR,7,6.41,6.31
8959,Bailee Madison,ACTOR,1,5.7,7.0
8960,Brooklyn Decker,ACTOR,4,6.37,6.1
8961,Griffin Gluck,ACTOR,3,6.0,6.6
8962,Elena Satine,ACTOR,1,6.6,6.8
8963,Rachel Dratch,ACTOR,2,5.3,5.45
8964,Kevin Nealon,ACTOR,5,5.96,5.94
8965,Minka Kelly,ACTOR,2,6.3,6.53
8968,Rakefet Abergel,ACTOR,1,6.7,6.8
8969,Dennis Dugan,ACTOR,2,6.15,6.39
8969,Dennis Dugan,DIRECTOR,2,6.15,6.39
8976,Jamie Foxx,ACTOR,7,6.54,6.99
8983,Amandla Stenberg,ACTOR,2,7.35,6.55
8984,Rita Moreno,ACTOR,4,7.28,7.12
8985,Tracy Morgan,ACTOR,6,5.9,5.93
8986,Will.i.am,ACTOR,1,6.6,6.5
8987,George Lopez,ACTOR,6,5.53,5.83
8988,Rachel Crow,ACTOR,3,5.6,5.97
8998,Jean-Claude Van Damme,ACTOR,7,6.0,6.4
8999,Mike Bell,ACTOR,2,6.75,7.8
9000,Jason Bertsch,ACTOR,1,7.2,6.9
9001,Michael DeMaio,ACTOR,1,7.2,6.9
9002,Shane Glick,ACTOR,1,7.2,6.9
9003,Lena Golia,ACTOR,2,7.15,6.88
9004,April Hong,ACTOR,3,6.03,6.48
9005,Joseph Izzo,ACTOR,3,7.15,6.85
9007,Alexandra Gold Jourden,ACTOR,1,7.2,6.9
9008,Liam Knight,ACTOR,3,6.93,7.18
9009,Paul Mazursky,ACTOR,2,6.95,6.8
9010,Dan O'Connor,ACTOR,1,7.2,6.9
9011,Maury Sterling,ACTOR,2,6.8,6.76
9012,Romy Rosemont,ACTOR,2,6.5,6.0
9013,Lauren Tom,ACTOR,1,7.2,6.9
9015,Jennifer Yuh Nelson,DIRECTOR,2,7.15,6.88
9016,Tom Guiry,ACTOR,1,7.1,7.5
9019,Jenny O'Hara,ACTOR,1,5.2,5.5
9021,John Doman,ACTOR,3,6.3,6.73
9033,Tim Bagley,ACTOR,1,6.1,6.2
9034,Johnny Williams,ACTOR,1,8.7,8.46
9041,Denis Forest,ACTOR,2,6.3,6.25
9044,Rosamund Pike,ACTOR,4,6.85,6.95
9045,John Bell,ACTOR,1,8.4,8.2
9046,Spencer Wilding,ACTOR,2,5.9,6.0
9048,Jonathan Liebesman,DIRECTOR,1,5.8,6.1
9052,Kevin De La Noy,ACTOR,1,7.9,7.88
9056,Kevin Spacey,ACTOR,4,7.18,6.96
9057,Kate Bosworth,ACTOR,4,5.92,6.34
9058,Parker Posey,ACTOR,4,6.22,6.3
9059,Frank Langella,ACTOR,3,7.03,6.7
9060,Sam Huntington,ACTOR,1,5.7,5.8
9062,Marlon Brando,ACTOR,2,7.7,8.45
9063,Kal Penn,ACTOR,4,6.42,6.3
9064,Tristan Lake Leabu,ACTOR,1,5.1,6.2
9065,David Fabrizio,ACTOR,1,6.5,6.2
9083,Ice Cube,ACTOR,4,5.9,6.2
9083,Ice Cube,DIRECTOR,1,5.9,6.3
9084,Tika Sumpter,ACTOR,1,6.9,6.7
9085,Bryan Callen,ACTOR,3,6.03,5.99
9086,Gary Owen,ACTOR,2,3.85,5.1
9087,Jay Pharoah,ACTOR,2,6.65,7.65
9088,Benjamin Flores Jr.,ACTOR,5,6.35,7.23
9089,Will Keen,ACTOR,1,6.6,6.7
9091,Gary Weeks,ACTOR,2,6.85,7.35
9092,Dragos Bucur,ACTOR,1,6.0,7.0
9095,David Banner,ACTOR,1,7.2,7.36
9096,Ken Appledorn,ACTOR,1,6.5,6.3
9100,Tom Waite,ACTOR,2,6.7,6.55
9103,Tim Story,DIRECTOR,1,5.9,6.5
9105,Morgan Symes,ACTOR,1,7.4,7.2
9106,Jason Mantzoukas,ACTOR,4,6.3,6.18
9118,Aaron Eckhart,ACTOR,5,6.22,6.2
9119,Angela Bassett,ACTOR,4,6.12,6.29
9120,Rick Yune,ACTOR,3,5.8,6.27
9121,Finley Jacobsen,ACTOR,1,6.5,6.4
9122,Tory Kittles,ACTOR,1,6.5,6.4
9123,Shanna Forrestall,ACTOR,2,6.05,6.0
9124,Phil Austin,ACTOR,3,7.03,6.97
9125,Han Soto,ACTOR,1,6.5,6.4
9126,Shane Land,ACTOR,1,6.5,6.4
9127,Sam Medina,ACTOR,4,6.28,6.26
9128,Keong Sim,ACTOR,2,6.6,6.6
9129,Malana Lea,ACTOR,1,6.5,6.4
9141,Renee Olstead,ACTOR,1,5.5,5.5
9142,Lynn Collins,ACTOR,1,6.8,7.0
9149,Joe Grifasi,ACTOR,2,7.05,6.95
9150,Mary Pat Gleason,ACTOR,1,5.8,6.3
9153,Julia Roth,ACTOR,1,5.4,6.1
9156,Maz Jobrani,ACTOR,2,6.55,6.25
9156,Maz Jobrani,DIRECTOR,1,6.7,6.2
9157,Catherine Combs,ACTOR,1,7.6,7.66
9158,Sydni Beaudoin,ACTOR,1,5.2,5.34
9159,Nadine Ellis,ACTOR,2,6.35,6.95
9160,Scout Taylor-Compton,ACTOR,1,6.0,6.2
9171,Sophie Okonedo,ACTOR,1,6.5,6.8
9172,Jaden Smith,ACTOR,4,7.2,6.81
9173,Glenn Morshower,ACTOR,2,4.9,5.5
9174,Chris Geere,ACTOR,1,5.9,7.5
9176,David Denman,ACTOR,3,7.2,7.02
9193,Miah Madden,ACTOR,2,6.3,7.2
9195,Rarriwuy Hick,ACTOR,1,8.6,8.1
9196,Kelton Pell,ACTOR,1,7.1,7.3
9197,Bruce R. Carter,ACTOR,1,6.3,6.4
9198,Al Pacino,ACTOR,3,7.75,7.57
9199,Mark Coles Smith,ACTOR,1,5.2,6.5
9202,Ellen Barkin,ACTOR,1,5.8,6.45
9205,Céline Dion,ACTOR,1,7.0,7.0
9206,Nancy Stelle,ACTOR,1,7.7,7.3
9208,Julian Sands,ACTOR,3,5.1,6.37
9209,David Paymer,ACTOR,1,,5.6
9213,Brian Koppelman,ACTOR,2,6.8,6.3
9218,Josh Lucas,ACTOR,2,6.3,6.5
9223,Regi Davis,ACTOR,1,7.8,8.8
9225,James Schamus,ACTOR,1,,6.1
9231,Sacha Baron Cohen,ACTOR,4,7.02,6.98
9232,David Schwimmer,ACTOR,2,6.4,6.0
9233,Chris Rock,ACTOR,11,6.22,6.04
9233,Chris Rock,DIRECTOR,1,7.1,
9234,Martin Short,ACTOR,4,6.85,7.38
9235,Eric Darnell,DIRECTOR,1,6.6,6.5
9236,Noah Baumbach,DIRECTOR,2,7.4,7.15
9240,Tom McGrath,ACTOR,3,6.63,6.6
9241,Michael Chiklis,ACTOR,3,6.03,6.29
9242,Julian McMahon,ACTOR,1,5.9,6.3
9243,Vanessa Lachey,ACTOR,2,5.75,6.95
9244,Andre Braugher,ACTOR,1,7.1,6.9
9245,Brian Posehn,ACTOR,1,6.7,6.6
9246,Crystal Lowe,ACTOR,2,5.35,5.7
9250,Philip Baker Hall,ACTOR,3,7.67,7.37
9251,Catherine Bell,ACTOR,2,6.45,6.69
9252,Lisa Ann Walter,ACTOR,2,5.85,5.99
9253,Nora Dunn,ACTOR,4,5.65,6.18
9261,Cary Elwes,ACTOR,1,5.5,5.8
9262,Danny Glover,ACTOR,6,6.23,6.35
9265,Tobin Bell,ACTOR,6,6.3,6.52
9266,Leigh Whannell,ACTOR,3,5.87,6.28
9267,Dina Meyer,ACTOR,2,6.45,6.35
